"id","ticker","date","closing_price","dividend","yield"
"424","00841B.TWO","2022-08-16","30.00","0.3200","0.0107"
"425","00841B.TWO","2022-11-16","27.35","0.2500","0.0091"
"426","00841B.TWO","2023-02-16","28.12","0.3000","0.0107"
"427","00841B.TWO","2023-05-17","28.44","0.3100","0.0109"
"428","00841B.TWO","2023-08-16","28.31","0.2800","0.0099"
"429","00841B.TWO","2023-11-16","27.74","0.2700","0.0097"
"430","00841B.TWO","2024-02-27","29.35","0.3400","0.0116"
"431","00841B.TWO","2024-05-17","29.80","0.3200","0.0107"
"432","00841B.TWO","2024-08-16","31.46","0.3400","0.0108"
"433","00841B.TWO","2024-11-18","30.40","0.3400","0.0112"
"434","00841B.TWO","2025-02-18","30.41","0.3500","0.0115"
"435","00841B.TWO","2025-05-19","27.29","0.3500","0.0128"
"436","00841B.TWO","2025-08-18",NULL,"0.3500",NULL
"437","00883B.TWO","2021-06-17","31.91","0.3830","0.0120"
"438","00883B.TWO","2021-09-16","33.44","0.2830","0.0085"
"439","00883B.TWO","2021-12-16","32.94","0.2790","0.0085"
"440","00883B.TWO","2022-03-16","29.10","0.2750","0.0095"
"441","00883B.TWO","2022-06-17","27.02","0.2880","0.0107"
"442","00883B.TWO","2022-09-19","27.68","0.2970","0.0107"
"443","00883B.TWO","2022-12-16","28.44","0.3200","0.0113"
"444","00883B.TWO","2023-03-16","27.57","0.3590","0.0130"
"445","00883B.TWO","2023-06-16","27.71","0.3200","0.0115"
"446","00883B.TWO","2023-09-18","27.98","0.3310","0.0118"
"447","00883B.TWO","2023-12-18","30.58","0.3750","0.0123"
"448","00883B.TWO","2024-03-18","29.95","0.3460","0.0116"
"449","00883B.TWO","2024-06-20","30.60","0.3830","0.0125"
"450","00883B.TWO","2024-08-16","31.65","0.1750","0.0055"
"451","00883B.TWO","2024-09-18","32.33","0.1500","0.0046"
"452","00883B.TWO","2024-10-17","31.91","0.1450","0.0045"
"453","00883B.TWO","2024-11-18","31.23","0.1450","0.0046"
"454","00883B.TWO","2024-12-17","31.48","0.1480","0.0047"
"455","00883B.TWO","2025-01-17","30.95","0.1700","0.0055"
"456","00883B.TWO","2025-02-18","31.49","0.1600","0.0051"
"457","00883B.TWO","2025-03-18","31.93","0.1500","0.0047"
"458","00883B.TWO","2025-04-18","30.28","0.1500","0.0050"
"459","00883B.TWO","2025-04-21","30.12","0.1500","0.0050"
"460","00883B.TWO","2025-05-19","28.21","0.1350","0.0048"
"461","00883B.TWO","2025-06-17","28.35","0.1250","0.0044"
"462","00883B.TWO","2025-07-16","28.20","0.1250","0.0044"
"463","00883B.TWO","2025-08-18",NULL,"0.1200",NULL
"464","00773B.TWO","2019-06-25","35.80","0.1690","0.0047"
"465","00773B.TWO","2019-09-25","37.69","0.4080","0.0108"
"466","00773B.TWO","2019-12-23","37.54","0.3820","0.0102"
"467","00773B.TWO","2020-03-23","29.77","0.3670","0.0123"
"468","00773B.TWO","2020-04-20","38.97","0.1320","0.0034"
"469","00773B.TWO","2020-05-19","37.58","0.1250","0.0033"
"470","00773B.TWO","2020-06-16","38.76","0.1250","0.0032"
"471","00773B.TWO","2020-07-16","40.56","0.1130","0.0028"
"472","00773B.TWO","2020-08-18","40.32","0.1070","0.0027"
"473","00773B.TWO","2020-09-16","39.95","0.1130","0.0028"
"474","00773B.TWO","2020-10-21","38.65","0.1130","0.0029"
"475","00773B.TWO","2020-11-17","39.19","0.1230","0.0031"
"476","00773B.TWO","2020-12-16","39.05","0.1270","0.0033"
"477","00773B.TWO","2021-01-19","38.22","0.1280","0.0033"
"478","00773B.TWO","2021-02-25","36.23","0.1340","0.0037"
"479","00773B.TWO","2021-03-17","35.60","0.1350","0.0038"
"480","00773B.TWO","2021-04-20","36.16","0.1390","0.0038"
"481","00773B.TWO","2021-05-18","35.81","0.1230","0.0034"
"482","00773B.TWO","2021-06-17","36.60","0.1200","0.0033"
"483","00773B.TWO","2021-07-16","37.96","0.1210","0.0032"
"484","00773B.TWO","2021-08-17","38.05","0.1230","0.0032"
"485","00773B.TWO","2021-09-16","38.30","0.1070","0.0028"
"486","00773B.TWO","2021-10-19","37.71","0.1090","0.0029"
"487","00773B.TWO","2021-11-16","37.46","0.1160","0.0031"
"488","00773B.TWO","2021-12-16","37.84","0.1170","0.0031"
"489","00773B.TWO","2022-01-18","35.71","0.1140","0.0032"
"490","00773B.TWO","2022-02-22","34.12","0.1140","0.0033"
"491","00773B.TWO","2022-03-16","33.27","0.1180","0.0035"
"492","00773B.TWO","2022-04-20","31.77","0.1240","0.0039"
"493","00773B.TWO","2022-05-18","31.29","0.1360","0.0043"
"494","00773B.TWO","2022-06-17","30.81","0.1340","0.0043"
"495","00773B.TWO","2022-07-18","31.86","0.1400","0.0044"
"496","00773B.TWO","2022-09-19","31.45","0.1560","0.0050"
"497","00773B.TWO","2022-10-19","29.07","0.1650","0.0057"
"498","00773B.TWO","2022-11-16","30.20","0.1740","0.0058"
"499","00773B.TWO","2022-12-16","32.18","0.1600","0.0050"
"500","00773B.TWO","2023-01-17","31.99","0.1600","0.0050"
"501","00773B.TWO","2023-02-16","31.65","0.1600","0.0051"
"502","00773B.TWO","2023-03-16","31.38","0.1600","0.0051"
"503","00773B.TWO","2023-04-21","32.04","0.1550","0.0048"
"504","00773B.TWO","2023-05-17","31.50","0.1200","0.0038"
"505","00773B.TWO","2023-06-16","31.80","0.1300","0.0041"
"506","00773B.TWO","2023-07-18","32.33","0.1400","0.0043"
"507","00773B.TWO","2023-08-16","32.22","0.1400","0.0043"
"508","00773B.TWO","2023-09-18","32.02","0.1390","0.0043"
"509","00773B.TWO","2023-10-19","29.93","0.1390","0.0046"
"510","00773B.TWO","2023-11-16","31.91","0.1390","0.0044"
"511","00773B.TWO","2023-12-18","34.77","0.1400","0.0040"
"512","00773B.TWO","2024-01-17","34.24","0.1400","0.0041"
"513","00773B.TWO","2024-02-27","34.01","0.1400","0.0041"
"514","00773B.TWO","2024-03-18","34.29","0.1360","0.0040"
"515","00773B.TWO","2024-04-18","33.67","0.1420","0.0042"
"516","00773B.TWO","2024-05-17","34.84","0.1450","0.0042"
"517","00773B.TWO","2024-06-20","35.31","0.1390","0.0039"
"518","00773B.TWO","2024-07-16","35.96","0.1500","0.0042"
"519","00773B.TWO","2024-08-16","36.68","0.1530","0.0042"
"520","00773B.TWO","2024-09-18","37.60","0.1450","0.0039"
"521","00773B.TWO","2024-10-17","37.13","0.1350","0.0036"
"522","00773B.TWO","2024-11-18","36.06","0.1380","0.0038"
"523","00773B.TWO","2024-12-17","36.34","0.1450","0.0040"
"524","00773B.TWO","2025-01-17","35.70","0.1380","0.0039"
"525","00773B.TWO","2025-02-18","36.26","0.1430","0.0039"
"526","00773B.TWO","2025-03-18","36.60","0.1500","0.0041"
"527","00773B.TWO","2025-04-18","35.19","0.1500","0.0043"
"528","00773B.TWO","2025-05-19","32.73","0.1500","0.0046"
"529","00773B.TWO","2025-06-17","32.55","0.1390","0.0043"
"530","00773B.TWO","2025-07-16","32.68","0.1340","0.0041"
"531","00773B.TWO","2025-08-18",NULL,"0.1300",NULL
"532","00933B.TWO","2024-02-27","15.25","0.2300","0.0151"
"533","00933B.TWO","2024-03-18","15.17","0.0700","0.0046"
"534","00933B.TWO","2024-04-18","15.05","0.0700","0.0047"
"535","00933B.TWO","2024-05-17","15.55","0.0700","0.0045"
"536","00933B.TWO","2024-06-20","15.83","0.0720","0.0045"
"537","00933B.TWO","2024-07-16","16.05","0.0720","0.0045"
"538","00933B.TWO","2024-08-16","16.37","0.0720","0.0044"
"539","00933B.TWO","2024-09-18","16.70","0.0750","0.0045"
"540","00933B.TWO","2024-10-17","16.54","0.0800","0.0048"
"541","00933B.TWO","2024-11-18","16.13","0.0820","0.0051"
"542","00933B.TWO","2024-12-17","16.26","0.0820","0.0050"
"543","00933B.TWO","2025-01-17","16.02","0.0820","0.0051"
"544","00933B.TWO","2025-02-20","16.23","0.0820","0.0051"
"545","00933B.TWO","2025-03-18","16.42","0.0820","0.0050"
"546","00933B.TWO","2025-04-21","15.57","0.0820","0.0053"
"547","00933B.TWO","2025-05-19","14.70","0.0820","0.0056"
"548","00933B.TWO","2025-06-17","14.64","0.0820","0.0056"
"549","00933B.TWO","2025-07-16","14.71","0.0820","0.0056"
"550","00933B.TWO","2025-08-18",NULL,"0.0720",NULL
"551","00722B.TWO","2018-07-17","29.51","0.4930","0.0167"
"552","00722B.TWO","2018-10-16","29.34","0.3970","0.0135"
"553","00722B.TWO","2019-01-16","29.87","0.3040","0.0102"
"554","00722B.TWO","2019-04-17","32.76","0.4310","0.0132"
"555","00722B.TWO","2019-07-16","35.12","0.4960","0.0141"
"556","00722B.TWO","2019-10-18","36.95","0.4800","0.0130"
"557","00722B.TWO","2020-01-16","37.77","0.4600","0.0122"
"558","00722B.TWO","2020-04-20","39.65","0.4500","0.0113"
"559","00722B.TWO","2020-07-16","41.60","0.4510","0.0108"
"560","00722B.TWO","2020-10-21","39.12","0.4140","0.0106"
"561","00722B.TWO","2021-01-19","38.63","0.4110","0.0106"
"562","00722B.TWO","2021-04-20","36.73","0.4060","0.0111"
"563","00722B.TWO","2021-07-16","39.58","0.3960","0.0100"
"564","00722B.TWO","2021-10-19","39.13","0.3910","0.0100"
"565","00722B.TWO","2022-01-18","37.25","0.3950","0.0106"
"566","00722B.TWO","2022-04-20","33.49","0.4090","0.0122"
"567","00722B.TWO","2022-10-19","30.74","0.4860","0.0158"
"568","00722B.TWO","2023-01-30","33.35","0.4770","0.0143"
"569","00722B.TWO","2023-04-21","33.24","0.5040","0.0152"
"570","00722B.TWO","2023-07-18","33.16","0.5070","0.0153"
"571","00722B.TWO","2023-10-19","30.49","0.4750","0.0156"
"572","00722B.TWO","2024-01-17","35.47","0.4090","0.0115"
"573","00722B.TWO","2024-04-18","34.86","0.4770","0.0137"
"574","00722B.TWO","2024-07-19","37.33","0.5210","0.0140"
"575","00722B.TWO","2024-10-22","36.89","0.5300","0.0144"
"576","00722B.TWO","2025-01-22","36.86","0.5500","0.0149"
"577","00722B.TWO","2025-04-21","35.90","0.5530","0.0154"
"578","00722B.TWO","2025-07-16",NULL,"0.4630",NULL
"579","00785B.TWO","2019-07-18","33.59","0.1800","0.0054"
"580","00785B.TWO","2019-10-22","34.67","0.4630","0.0134"
"581","00785B.TWO","2020-01-30","36.73","0.3860","0.0105"
"582","00785B.TWO","2020-04-22","35.78","0.4180","0.0117"
"583","00785B.TWO","2020-07-21","38.58","0.3560","0.0092"
"584","00785B.TWO","2020-10-21","36.40","0.3630","0.0100"
"585","00785B.TWO","2021-01-19","36.21","0.4430","0.0122"
"586","00785B.TWO","2021-04-20","34.20","0.3850","0.0113"
"587","00785B.TWO","2021-07-16","36.26","0.3720","0.0103"
"588","00785B.TWO","2021-10-19","36.00","0.3720","0.0103"
"589","00785B.TWO","2022-01-18","34.21","0.3490","0.0102"
"590","00785B.TWO","2022-04-20","30.34","0.2760","0.0091"
"591","00785B.TWO","2022-07-18","30.15","0.3700","0.0123"
"592","00785B.TWO","2022-10-19","27.91","0.4200","0.0150"
"593","00785B.TWO","2023-01-31","30.79","0.3630","0.0118"
"594","00785B.TWO","2023-04-21","30.75","0.4230","0.0138"
"595","00785B.TWO","2023-07-18","30.98","0.3970","0.0128"
"596","00785B.TWO","2023-10-19","29.24","0.4000","0.0137"
"597","00785B.TWO","2024-01-17","33.04","0.3850","0.0117"
"598","00785B.TWO","2024-04-18","32.65","0.4700","0.0144"
"599","00785B.TWO","2024-07-16","34.79","0.4260","0.0122"
"600","00785B.TWO","2024-10-17","35.98","0.4400","0.0122"
"601","00785B.TWO","2025-01-17","34.78","0.4540","0.0131"
"602","00785B.TWO","2025-04-23","34.17","0.4670","0.0137"
"603","00785B.TWO","2025-07-16",NULL,"0.4120",NULL
"604","00863B.TWO","2020-03-23","28.10","0.3240","0.0115"
"605","00863B.TWO","2020-06-16","34.04","0.2080","0.0061"
"606","00863B.TWO","2020-09-16","34.83","0.2310","0.0066"
"607","00863B.TWO","2020-12-16","34.14","0.3900","0.0114"
"608","00863B.TWO","2021-03-17","31.25","0.3100","0.0099"
"609","00863B.TWO","2021-06-17","32.80","0.3430","0.0105"
"610","00863B.TWO","2021-09-16","34.08","0.3360","0.0099"
"611","00863B.TWO","2021-12-16","33.61","0.2970","0.0088"
"612","00863B.TWO","2022-03-16","30.21","0.2800","0.0093"
"613","00863B.TWO","2022-06-17","28.36","0.3050","0.0108"
"614","00863B.TWO","2022-09-19","28.75","0.3490","0.0121"
"615","00863B.TWO","2022-12-16","29.63","0.3670","0.0124"
"616","00863B.TWO","2023-03-16","28.88","0.3680","0.0127"
"617","00863B.TWO","2023-06-16","29.15","0.3580","0.0123"
"618","00863B.TWO","2023-09-18","29.01","0.3660","0.0126"
"619","00863B.TWO","2023-12-18","31.76","0.3810","0.0120"
"620","00863B.TWO","2024-03-18","31.59","0.3600","0.0114"
"621","00863B.TWO","2024-06-20","32.54","0.4000","0.0123"
"622","00863B.TWO","2024-09-18","34.36","0.4200","0.0122"
"623","00863B.TWO","2024-12-17","33.27","0.4500","0.0135"
"624","00863B.TWO","2025-03-18","33.63","0.4500","0.0134"
"625","00863B.TWO","2025-06-17",NULL,"0.4500",NULL
"626","00780B.TWO","2019-08-19","35.78","0.1500","0.0042"
"627","00780B.TWO","2019-11-19","34.94","0.2800","0.0080"
"628","00780B.TWO","2020-02-20","35.71","0.2500","0.0070"
"629","00780B.TWO","2020-05-21","35.66","0.2400","0.0067"
"630","00780B.TWO","2020-08-18","36.70","0.1700","0.0046"
"631","00780B.TWO","2020-11-17","35.73","0.1900","0.0053"
"632","00780B.TWO","2021-02-25","34.20","0.1800","0.0053"
"633","00780B.TWO","2021-05-18","34.13","0.2200","0.0064"
"634","00780B.TWO","2021-08-17","35.04","0.2100","0.0060"
"635","00780B.TWO","2021-11-16","33.92","0.2300","0.0068"
"636","00780B.TWO","2022-02-22","32.77","0.2700","0.0082"
"637","00780B.TWO","2022-05-18","31.53","0.3900","0.0124"
"638","00780B.TWO","2022-08-16","32.74","0.4300","0.0131"
"639","00780B.TWO","2022-11-16","31.73","0.5300","0.0167"
"640","00780B.TWO","2023-02-16","31.86","0.5000","0.0157"
"641","00780B.TWO","2023-05-17","32.40","0.3000","0.0093"
"642","00780B.TWO","2023-08-16","33.02","0.3000","0.0091"
"643","00780B.TWO","2023-11-16","32.84","0.3400","0.0104"
"644","00780B.TWO","2024-02-27","34.22","0.2800","0.0082"
"645","00780B.TWO","2024-05-17","35.18","0.3800","0.0108"
"646","00780B.TWO","2024-08-16","36.75","0.3700","0.0101"
"647","00780B.TWO","2024-11-18","36.72","0.3900","0.0106"
"648","00780B.TWO","2025-02-20","37.22","0.4000","0.0107"
"649","00780B.TWO","2025-05-19","34.67","0.4000","0.0115"
"650","00780B.TWO","2025-08-18",NULL,"0.4000",NULL
"651","00782B.TWO","2019-07-17","33.46","0.3600","0.0108"
"652","00782B.TWO","2019-10-18","35.01","0.3700","0.0106"
"653","00782B.TWO","2020-01-30","35.63","0.3800","0.0107"
"654","00782B.TWO","2020-04-22","36.84","0.3600","0.0098"
"655","00782B.TWO","2020-07-20","38.18","0.3400","0.0089"
"656","00782B.TWO","2020-10-21","35.56","0.3300","0.0093"
"657","00782B.TWO","2021-01-19","35.02","0.3200","0.0091"
"658","00782B.TWO","2021-04-20","33.57","0.3400","0.0101"
"659","00782B.TWO","2021-07-16","34.87","0.3400","0.0098"
"660","00782B.TWO","2021-10-19","34.34","0.3200","0.0093"
"661","00782B.TWO","2022-01-18","32.55","0.3200","0.0098"
"662","00782B.TWO","2022-04-20","29.53","0.3700","0.0125"
"663","00782B.TWO","2022-07-18","29.38","0.4100","0.0140"
"664","00782B.TWO","2022-10-19","27.30","0.4700","0.0172"
"665","00782B.TWO","2023-01-30","29.14","0.5100","0.0175"
"666","00782B.TWO","2023-04-21","29.31","0.4600","0.0157"
"667","00782B.TWO","2023-07-18","29.01","0.5000","0.0172"
"668","00782B.TWO","2023-10-19","26.68","0.2700","0.0101"
"669","00782B.TWO","2024-01-17","30.06","0.4500","0.0150"
"670","00782B.TWO","2024-04-18","29.60","0.3700","0.0125"
"671","00782B.TWO","2024-07-16","31.01","0.4100","0.0132"
"672","00782B.TWO","2024-10-17","32.43","0.5000","0.0154"
"673","00782B.TWO","2025-01-17","31.09","0.5000","0.0161"
"674","00782B.TWO","2025-04-21","30.34","0.5000","0.0165"
"675","00782B.TWO","2025-07-16",NULL,"0.5000",NULL
"676","00799B.TWO","2019-11-19","32.66","0.7100","0.0217"
"677","00799B.TWO","2020-02-20","34.24","0.3400","0.0099"
"678","00799B.TWO","2020-05-21","34.23","0.3200","0.0093"
"679","00799B.TWO","2020-08-18","35.33","0.2900","0.0082"
"680","00799B.TWO","2020-11-17","33.64","0.3100","0.0092"
"681","00799B.TWO","2021-02-25","31.02","0.2900","0.0093"
"682","00799B.TWO","2021-05-18","31.19","0.3100","0.0099"
"683","00799B.TWO","2021-08-17","33.38","0.3200","0.0096"
"684","00799B.TWO","2021-11-16","32.84","0.3000","0.0091"
"685","00799B.TWO","2021-12-16","33.20","0.3000","0.0090"
"686","00799B.TWO","2022-02-22","30.54","0.3200","0.0105"
"687","00799B.TWO","2022-05-18","27.81","0.3800","0.0137"
"688","00799B.TWO","2022-08-16","29.24","0.4100","0.0140"
"689","00799B.TWO","2022-09-19","28.59","0.4000","0.0140"
"690","00799B.TWO","2022-11-16","27.22","0.4600","0.0169"
"691","00799B.TWO","2023-02-16","28.00","0.4600","0.0164"
"692","00799B.TWO","2023-05-17","28.44","0.4100","0.0144"
"693","00799B.TWO","2023-08-16","28.27","0.4300","0.0152"
"694","00799B.TWO","2023-11-16","27.71","0.4600","0.0166"
"695","00799B.TWO","2024-02-27","29.17","0.4300","0.0147"
"696","00799B.TWO","2024-05-17","29.70","0.4300","0.0145"
"697","00799B.TWO","2024-08-16","31.28","0.4500","0.0144"
"698","00799B.TWO","2024-09-18","32.52","0.4200","0.0129"
"699","00799B.TWO","2024-11-18","30.67","0.5000","0.0163"
"700","00799B.TWO","2025-02-20","30.80","0.5500","0.0179"
"701","00799B.TWO","2025-05-19","27.36","0.5500","0.0201"
"702","00799B.TWO","2025-08-18",NULL,"0.5500",NULL
"703","00781B.TWO","2019-09-19","36.37","0.8000","0.0220"
"704","00781B.TWO","2019-12-18","36.45","0.3500","0.0096"
"705","00781B.TWO","2020-03-19","31.98","0.3200","0.0100"
"706","00781B.TWO","2020-06-18","39.10","0.3300","0.0084"
"707","00781B.TWO","2020-09-16","39.72","0.3200","0.0081"
"708","00781B.TWO","2020-12-16","38.54","0.3100","0.0080"
"709","00781B.TWO","2021-03-17","34.33","0.3100","0.0090"
"710","00781B.TWO","2021-09-16","36.44","0.3000","0.0082"
"711","00781B.TWO","2022-03-16","31.29","0.3200","0.0102"
"712","00781B.TWO","2022-06-17","29.11","0.3200","0.0110"
"713","00781B.TWO","2022-12-16","29.81","0.4300","0.0144"
"714","00781B.TWO","2023-03-16","28.79","0.4100","0.0142"
"715","00781B.TWO","2023-06-16","29.16","0.4300","0.0147"
"716","00781B.TWO","2023-09-18","28.83","0.3800","0.0132"
"717","00781B.TWO","2023-12-18","31.32","0.4500","0.0144"
"718","00781B.TWO","2024-03-18","30.71","0.4200","0.0137"
"719","00781B.TWO","2024-06-20","30.77","0.4200","0.0136"
"720","00781B.TWO","2024-09-18","32.60","0.4200","0.0129"
"721","00781B.TWO","2024-12-17","30.82","0.5000","0.0162"
"722","00781B.TWO","2025-03-18","31.15","0.5500","0.0177"
"723","00781B.TWO","2025-06-17",NULL,"0.5000",NULL
"724","00793B.TWO","2019-06-18","33.02","0.2740","0.0083"
"725","00793B.TWO","2019-09-18","34.22","0.4230","0.0124"
"726","00793B.TWO","2019-12-16","34.46","0.3870","0.0112"
"727","00793B.TWO","2020-03-17","35.34","0.3840","0.0109"
"728","00793B.TWO","2020-06-16","36.88","0.3600","0.0098"
"729","00793B.TWO","2020-09-16","37.58","0.3240","0.0086"
"730","00793B.TWO","2020-12-16","36.46","0.3220","0.0088"
"731","00793B.TWO","2021-03-17","32.83","0.3030","0.0092"
"732","00793B.TWO","2021-06-17","34.02","0.3040","0.0089"
"733","00793B.TWO","2021-09-16","35.70","0.6470","0.0181"
"734","00793B.TWO","2021-12-16","35.06","0.6330","0.0181"
"735","00793B.TWO","2022-03-16","31.15","0.3630","0.0117"
"736","00793B.TWO","2022-06-17","28.92","0.3810","0.0132"
"737","00793B.TWO","2022-09-19","30.02","0.4100","0.0137"
"738","00793B.TWO","2022-12-16","30.48","0.3650","0.0120"
"739","00793B.TWO","2023-03-16","29.58","0.3630","0.0123"
"740","00793B.TWO","2023-06-16","29.86","0.3940","0.0132"
"741","00793B.TWO","2023-09-18","29.68","0.3940","0.0133"
"742","00793B.TWO","2023-12-18","31.65","0.3720","0.0118"
"743","00793B.TWO","2024-03-18","30.90","0.3310","0.0107"
"744","00793B.TWO","2024-06-24","31.49","0.4270","0.0136"
"745","00793B.TWO","2024-09-23","33.29","0.4360","0.0131"
"746","00793B.TWO","2024-12-20","31.24","0.4290","0.0137"
"747","00793B.TWO","2025-03-18","32.49","0.3970","0.0122"
"748","00793B.TWO","2025-06-17",NULL,"0.3560",NULL
"749","00711B.TW","2017-10-26","14.66","0.0840","0.0057"
"750","00711B.TW","2018-01-24","14.41","0.2020","0.0140"
"751","00711B.TW","2018-03-22","13.93","0.1930","0.0139"
"752","00711B.TW","2018-06-21","13.84","0.1780","0.0129"
"753","00711B.TW","2018-09-26","14.55","0.2930","0.0201"
"754","00711B.TW","2018-12-27","14.48","0.0790","0.0055"
"755","00711B.TW","2019-03-21","15.38","0.1810","0.0118"
"756","00711B.TW","2019-06-25","16.70","0.1760","0.0105"
"757","00711B.TW","2019-09-25","17.86","0.2550","0.0143"
"758","00711B.TW","2019-12-24","17.59","0.2400","0.0136"
"759","00711B.TW","2020-03-19","14.65","0.2400","0.0164"
"760","00711B.TW","2020-06-17","17.64","0.2500","0.0142"
"761","00711B.TW","2020-09-17","18.40","0.2300","0.0125"
"762","00711B.TW","2020-12-17","18.09","0.1800","0.0100"
"763","00711B.TW","2021-03-18","16.72","0.1800","0.0108"
"764","00711B.TW","2021-06-22","17.16","0.1800","0.0105"
"765","00711B.TW","2021-09-17","17.46","0.1800","0.0103"
"766","00711B.TW","2021-12-21","17.38","0.1800","0.0104"
"767","00711B.TW","2022-03-17","15.11","0.1600","0.0106"
"768","00711B.TW","2022-06-21","13.89","0.2000","0.0144"
"769","00711B.TW","2022-09-20","14.40","0.1800","0.0125"
"770","00711B.TW","2023-03-21","14.29","0.1900","0.0133"
"771","00711B.TW","2023-06-20","14.60","0.1900","0.0130"
"772","00711B.TW","2023-09-19","14.59","0.1900","0.0130"
"773","00711B.TW","2023-12-20","15.26","0.1900","0.0125"
"774","00711B.TW","2024-03-19","15.12","0.2000","0.0132"
"775","00711B.TW","2024-06-20","15.70","0.1900","0.0121"
"776","00711B.TW","2024-09-19","16.58","0.2000","0.0121"
"777","00711B.TW","2024-12-18","15.94","0.1900","0.0119"
"778","00711B.TW","2025-03-19","16.23","0.1900","0.0117"
"779","00711B.TW","2025-06-18",NULL,"0.1900",NULL
"780","00718B.TWO","2019-03-07","16.77","0.6950","0.0414"
"781","00718B.TWO","2019-08-20","16.65","0.4900","0.0294"
"782","00718B.TWO","2020-02-20","16.58","0.4900","0.0296"
"783","00718B.TWO","2020-08-18","16.42","0.3210","0.0195"
"784","00718B.TWO","2021-02-23","16.85","0.3210","0.0191"
"785","00718B.TWO","2021-08-17","17.21","0.3150","0.0183"
"786","00718B.TWO","2022-02-22","18.09","0.3220","0.0178"
"787","00718B.TWO","2022-08-16","18.49","0.4180","0.0226"
"788","00718B.TWO","2023-02-16","18.51","0.3070","0.0166"
"789","00718B.TWO","2023-08-16","18.79","0.3070","0.0163"
"790","00718B.TWO","2024-02-27","19.24","0.3080","0.0160"
"791","00718B.TWO","2024-08-16","20.33","0.3710","0.0182"
"792","00718B.TWO","2025-02-19",NULL,"0.4630",NULL
"793","00726B.TWO","2018-07-26","28.04","0.6800","0.0243"
"794","00726B.TWO","2018-10-18","28.68","0.5200","0.0181"
"795","00726B.TWO","2019-01-17","29.18","0.3400","0.0117"
"796","00726B.TWO","2019-04-22","30.65","0.4800","0.0157"
"797","00726B.TWO","2019-07-17","32.56","0.5000","0.0154"
"798","00726B.TWO","2019-10-18","33.51","0.4700","0.0140"
"799","00726B.TWO","2020-01-30","34.13","0.4500","0.0132"
"800","00726B.TWO","2020-04-22","30.45","0.4400","0.0144"
"801","00726B.TWO","2020-07-20","33.38","0.4100","0.0123"
"802","00726B.TWO","2020-10-21","33.64","0.3900","0.0116"
"803","00726B.TWO","2021-01-19","33.38","0.3700","0.0111"
"804","00726B.TWO","2021-04-20","32.34","0.3900","0.0121"
"805","00726B.TWO","2021-07-16","33.09","0.3900","0.0118"
"806","00726B.TWO","2021-10-19","32.73","0.3700","0.0113"
"807","00726B.TWO","2022-01-18","31.41","0.3700","0.0118"
"808","00726B.TWO","2022-04-20","27.76","0.4000","0.0144"
"809","00726B.TWO","2022-07-18","26.21","0.4700","0.0179"
"810","00726B.TWO","2022-10-19","26.37","0.5500","0.0209"
"811","00726B.TWO","2023-01-30","28.03","0.5300","0.0189"
"812","00726B.TWO","2023-04-21","28.61","0.5000","0.0175"
"813","00726B.TWO","2023-07-18","29.23","0.5100","0.0174"
"814","00726B.TWO","2023-10-19","28.25","0.5400","0.0191"
"815","00726B.TWO","2024-01-17","30.31","0.5800","0.0191"
"816","00726B.TWO","2024-04-18","30.65","0.5100","0.0166"
"817","00726B.TWO","2024-07-16","32.23","0.5900","0.0183"
"818","00726B.TWO","2024-10-17","33.01","0.6200","0.0188"
"819","00726B.TWO","2025-01-17","32.20","0.6000","0.0186"
"820","00726B.TWO","2025-04-21","31.96","0.5800","0.0181"
"821","00726B.TWO","2025-07-28",NULL,"0.5800",NULL
"822","00734B.TWO","2018-10-22","15.26","0.3000","0.0197"
"823","00734B.TWO","2019-04-22","16.19","0.2300","0.0142"
"824","00734B.TWO","2019-07-18","17.02","0.2300","0.0135"
"825","00734B.TWO","2019-10-22","17.20","0.2300","0.0134"
"826","00734B.TWO","2020-01-30","17.24","0.2000","0.0116"
"827","00734B.TWO","2020-04-22","15.39","0.2100","0.0136"
"828","00734B.TWO","2020-07-20","16.99","0.1800","0.0106"
"829","00734B.TWO","2020-10-23","16.62","0.1800","0.0108"
"830","00734B.TWO","2021-01-21","16.50","0.1700","0.0103"
"831","00734B.TWO","2021-04-22","15.95","0.1900","0.0119"
"832","00734B.TWO","2021-07-20","16.30","0.1800","0.0110"
"833","00734B.TWO","2021-10-21","15.93","0.1800","0.0113"
"834","00734B.TWO","2022-01-20","15.15","0.1800","0.0119"
"835","00734B.TWO","2022-04-22","13.89","0.1900","0.0137"
"836","00734B.TWO","2022-07-20","13.12","0.2200","0.0168"
"837","00734B.TWO","2022-10-21","12.76","0.2400","0.0188"
"838","00734B.TWO","2023-02-01","13.76","0.2200","0.0160"
"839","00734B.TWO","2023-04-25","14.03","0.2200","0.0157"
"840","00734B.TWO","2023-07-20","14.36","0.2200","0.0153"
"841","00734B.TWO","2023-10-23","13.51","0.2500","0.0185"
"842","00734B.TWO","2024-01-16","14.69","0.2200","0.0150"
"843","00734B.TWO","2024-04-17","14.67","0.1800","0.0123"
"844","00734B.TWO","2024-07-16","15.28","0.1600","0.0105"
"845","00734B.TWO","2024-10-21","15.37","0.1600","0.0104"
"846","00734B.TWO","2025-01-16","15.12","0.1600","0.0106"
"847","00734B.TWO","2025-04-17","15.10","0.1600","0.0106"
"848","00734B.TWO","2025-07-15",NULL,"0.1600",NULL
