"id","ticker","date","dividend","year","month"
"482","00773B.TWO","2021-06-17","0.1200","2021","6"
"483","00773B.TWO","2021-07-16","0.1210","2021","7"
"484","00773B.TWO","2021-08-17","0.1230","2021","8"
"485","00773B.TWO","2021-09-16","0.1070","2021","9"
"486","00773B.TWO","2021-10-19","0.1090","2021","10"
"487","00773B.TWO","2021-11-16","0.1160","2021","11"
"488","00773B.TWO","2021-12-16","0.1170","2021","12"
"489","00773B.TWO","2022-01-18","0.1140","2022","1"
"490","00773B.TWO","2022-02-22","0.1140","2022","2"
"491","00773B.TWO","2022-03-16","0.1180","2022","3"
"492","00773B.TWO","2022-04-20","0.1240","2022","4"
"493","00773B.TWO","2022-05-18","0.1360","2022","5"
"494","00773B.TWO","2022-06-17","0.1340","2022","6"
"495","00773B.TWO","2022-07-18","0.1400","2022","7"
"496","00773B.TWO","2022-09-19","0.1560","2022","9"
"497","00773B.TWO","2022-10-19","0.1650","2022","10"
"498","00773B.TWO","2022-11-16","0.1740","2022","11"
"499","00773B.TWO","2022-12-16","0.1600","2022","12"
"500","00773B.TWO","2023-01-17","0.1600","2023","1"
"501","00773B.TWO","2023-02-16","0.1600","2023","2"
"502","00773B.TWO","2023-03-16","0.1600","2023","3"
"503","00773B.TWO","2023-04-21","0.1550","2023","4"
"504","00773B.TWO","2023-05-17","0.1200","2023","5"
"505","00773B.TWO","2023-06-16","0.1300","2023","6"
"506","00773B.TWO","2023-07-18","0.1400","2023","7"
"507","00773B.TWO","2023-08-16","0.1400","2023","8"
"508","00773B.TWO","2023-09-18","0.1390","2023","9"
"509","00773B.TWO","2023-10-19","0.1390","2023","10"
"510","00773B.TWO","2023-11-16","0.1390","2023","11"
"511","00773B.TWO","2023-12-18","0.1400","2023","12"
"512","00773B.TWO","2024-01-17","0.1400","2024","1"
"513","00773B.TWO","2024-02-27","0.1400","2024","2"
"514","00773B.TWO","2024-03-18","0.1360","2024","3"
"515","00773B.TWO","2024-04-18","0.1420","2024","4"
"516","00773B.TWO","2024-05-17","0.1450","2024","5"
"517","00773B.TWO","2024-06-20","0.1390","2024","6"
"518","00773B.TWO","2024-07-16","0.1500","2024","7"
"519","00773B.TWO","2024-08-16","0.1530","2024","8"
"520","00773B.TWO","2024-09-18","0.1450","2024","9"
"521","00773B.TWO","2024-10-17","0.1350","2024","10"
"522","00773B.TWO","2024-11-18","0.1380","2024","11"
"523","00773B.TWO","2024-12-17","0.1450","2024","12"
"524","00773B.TWO","2025-01-17","0.1380","2025","1"
"525","00773B.TWO","2025-02-18","0.1430","2025","2"
"526","00773B.TWO","2025-03-18","0.1500","2025","3"
"527","00773B.TWO","2025-04-18","0.1500","2025","4"
"528","00773B.TWO","2025-05-19","0.1500","2025","5"
"529","00773B.TWO","2025-06-17","0.1390","2025","6"
"530","00773B.TWO","2025-07-16","0.1340","2025","7"
"531","00773B.TWO","2025-08-18","0.1300","2025","8"
"532","00933B.TWO","2024-02-27","0.2300","2024","2"
"533","00933B.TWO","2024-03-18","0.0700","2024","3"
"534","00933B.TWO","2024-04-18","0.0700","2024","4"
"535","00933B.TWO","2024-05-17","0.0700","2024","5"
"536","00933B.TWO","2024-06-20","0.0720","2024","6"
"537","00933B.TWO","2024-07-16","0.0720","2024","7"
"538","00933B.TWO","2024-08-16","0.0720","2024","8"
"539","00933B.TWO","2024-09-18","0.0750","2024","9"
"540","00933B.TWO","2024-10-17","0.0800","2024","10"
"541","00933B.TWO","2024-11-18","0.0820","2024","11"
"542","00933B.TWO","2024-12-17","0.0820","2024","12"
"543","00933B.TWO","2025-01-17","0.0820","2025","1"
"544","00933B.TWO","2025-02-20","0.0820","2025","2"
"545","00933B.TWO","2025-03-18","0.0820","2025","3"
"546","00933B.TWO","2025-04-21","0.0820","2025","4"
"547","00933B.TWO","2025-05-19","0.0820","2025","5"
"548","00933B.TWO","2025-06-17","0.0820","2025","6"
"549","00933B.TWO","2025-07-16","0.0820","2025","7"
"550","00933B.TWO","2025-08-18","0.0720","2025","8"
"551","00722B.TWO","2018-07-17","0.4930","2018","7"
"552","00722B.TWO","2018-10-16","0.3970","2018","10"
"553","00722B.TWO","2019-01-16","0.3040","2019","1"
"554","00722B.TWO","2019-04-17","0.4310","2019","4"
"555","00722B.TWO","2019-07-16","0.4960","2019","7"
"556","00722B.TWO","2019-10-18","0.4800","2019","10"
"557","00722B.TWO","2020-01-16","0.4600","2020","1"
"558","00722B.TWO","2020-04-20","0.4500","2020","4"
"559","00722B.TWO","2020-07-16","0.4510","2020","7"
"560","00722B.TWO","2020-10-21","0.4140","2020","10"
"561","00722B.TWO","2021-01-19","0.4110","2021","1"
"562","00722B.TWO","2021-04-20","0.4060","2021","4"
"563","00722B.TWO","2021-07-16","0.3960","2021","7"
"564","00722B.TWO","2021-10-19","0.3910","2021","10"
"565","00722B.TWO","2022-01-18","0.3950","2022","1"
"566","00722B.TWO","2022-04-20","0.4090","2022","4"
"567","00722B.TWO","2022-10-19","0.4860","2022","10"
"568","00722B.TWO","2023-01-30","0.4770","2023","1"
"569","00722B.TWO","2023-04-21","0.5040","2023","4"
"570","00722B.TWO","2023-07-18","0.5070","2023","7"
"571","00722B.TWO","2023-10-19","0.4750","2023","10"
"572","00722B.TWO","2024-01-17","0.4090","2024","1"
"573","00722B.TWO","2024-04-18","0.4770","2024","4"
"574","00722B.TWO","2024-07-19","0.5210","2024","7"
"575","00722B.TWO","2024-10-22","0.5300","2024","10"
"576","00722B.TWO","2025-01-22","0.5500","2025","1"
"577","00722B.TWO","2025-04-21","0.5530","2025","4"
"578","00722B.TWO","2025-07-16","0.4630","2025","7"
"579","00785B.TWO","2019-07-18","0.1800","2019","7"
"580","00785B.TWO","2019-10-22","0.4630","2019","10"
"581","00785B.TWO","2020-01-30","0.3860","2020","1"
"582","00785B.TWO","2020-04-22","0.4180","2020","4"
"583","00785B.TWO","2020-07-21","0.3560","2020","7"
"584","00785B.TWO","2020-10-21","0.3630","2020","10"
"585","00785B.TWO","2021-01-19","0.4430","2021","1"
"586","00785B.TWO","2021-04-20","0.3850","2021","4"
"587","00785B.TWO","2021-07-16","0.3720","2021","7"
"588","00785B.TWO","2021-10-19","0.3720","2021","10"
"589","00785B.TWO","2022-01-18","0.3490","2022","1"
"590","00785B.TWO","2022-04-20","0.2760","2022","4"
"591","00785B.TWO","2022-07-18","0.3700","2022","7"
"592","00785B.TWO","2022-10-19","0.4200","2022","10"
"593","00785B.TWO","2023-01-31","0.3630","2023","1"
"594","00785B.TWO","2023-04-21","0.4230","2023","4"
"595","00785B.TWO","2023-07-18","0.3970","2023","7"
"596","00785B.TWO","2023-10-19","0.4000","2023","10"
"597","00785B.TWO","2024-01-17","0.3850","2024","1"
"598","00785B.TWO","2024-04-18","0.4700","2024","4"
"599","00785B.TWO","2024-07-16","0.4260","2024","7"
"600","00785B.TWO","2024-10-17","0.4400","2024","10"
"601","00785B.TWO","2025-01-17","0.4540","2025","1"
"602","00785B.TWO","2025-04-23","0.4670","2025","4"
"603","00785B.TWO","2025-07-16","0.4120","2025","7"
"604","00863B.TWO","2020-03-23","0.3240","2020","3"
"605","00863B.TWO","2020-06-16","0.2080","2020","6"
"606","00863B.TWO","2020-09-16","0.2310","2020","9"
"607","00863B.TWO","2020-12-16","0.3900","2020","12"
"608","00863B.TWO","2021-03-17","0.3100","2021","3"
"609","00863B.TWO","2021-06-17","0.3430","2021","6"
"610","00863B.TWO","2021-09-16","0.3360","2021","9"
"611","00863B.TWO","2021-12-16","0.2970","2021","12"
"612","00863B.TWO","2022-03-16","0.2800","2022","3"
"613","00863B.TWO","2022-06-17","0.3050","2022","6"
"614","00863B.TWO","2022-09-19","0.3490","2022","9"
"615","00863B.TWO","2022-12-16","0.3670","2022","12"
"616","00863B.TWO","2023-03-16","0.3680","2023","3"
"617","00863B.TWO","2023-06-16","0.3580","2023","6"
"618","00863B.TWO","2023-09-18","0.3660","2023","9"
"619","00863B.TWO","2023-12-18","0.3810","2023","12"
"620","00863B.TWO","2024-03-18","0.3600","2024","3"
"621","00863B.TWO","2024-06-20","0.4000","2024","6"
"622","00863B.TWO","2024-09-18","0.4200","2024","9"
"623","00863B.TWO","2024-12-17","0.4500","2024","12"
"624","00863B.TWO","2025-03-18","0.4500","2025","3"
"625","00863B.TWO","2025-06-17","0.4500","2025","6"
"626","00780B.TWO","2019-08-19","0.1500","2019","8"
"627","00780B.TWO","2019-11-19","0.2800","2019","11"
"628","00780B.TWO","2020-02-20","0.2500","2020","2"
"629","00780B.TWO","2020-05-21","0.2400","2020","5"
"630","00780B.TWO","2020-08-18","0.1700","2020","8"
"631","00780B.TWO","2020-11-17","0.1900","2020","11"
"632","00780B.TWO","2021-02-25","0.1800","2021","2"
"633","00780B.TWO","2021-05-18","0.2200","2021","5"
"634","00780B.TWO","2021-08-17","0.2100","2021","8"
"635","00780B.TWO","2021-11-16","0.2300","2021","11"
"636","00780B.TWO","2022-02-22","0.2700","2022","2"
"637","00780B.TWO","2022-05-18","0.3900","2022","5"
"638","00780B.TWO","2022-08-16","0.4300","2022","8"
"639","00780B.TWO","2022-11-16","0.5300","2022","11"
"640","00780B.TWO","2023-02-16","0.5000","2023","2"
"641","00780B.TWO","2023-05-17","0.3000","2023","5"
"642","00780B.TWO","2023-08-16","0.3000","2023","8"
"643","00780B.TWO","2023-11-16","0.3400","2023","11"
"644","00780B.TWO","2024-02-27","0.2800","2024","2"
"645","00780B.TWO","2024-05-17","0.3800","2024","5"
"646","00780B.TWO","2024-08-16","0.3700","2024","8"
"647","00780B.TWO","2024-11-18","0.3900","2024","11"
"648","00780B.TWO","2025-02-20","0.4000","2025","2"
"649","00780B.TWO","2025-05-19","0.4000","2025","5"
"650","00780B.TWO","2025-08-18","0.4000","2025","8"
"651","00782B.TWO","2019-07-17","0.3600","2019","7"
"652","00782B.TWO","2019-10-18","0.3700","2019","10"
"653","00782B.TWO","2020-01-30","0.3800","2020","1"
"654","00782B.TWO","2020-04-22","0.3600","2020","4"
"655","00782B.TWO","2020-07-20","0.3400","2020","7"
"656","00782B.TWO","2020-10-21","0.3300","2020","10"
"657","00782B.TWO","2021-01-19","0.3200","2021","1"
"658","00782B.TWO","2021-04-20","0.3400","2021","4"
"659","00782B.TWO","2021-07-16","0.3400","2021","7"
"660","00782B.TWO","2021-10-19","0.3200","2021","10"
"661","00782B.TWO","2022-01-18","0.3200","2022","1"
"662","00782B.TWO","2022-04-20","0.3700","2022","4"
"663","00782B.TWO","2022-07-18","0.4100","2022","7"
"664","00782B.TWO","2022-10-19","0.4700","2022","10"
"665","00782B.TWO","2023-01-30","0.5100","2023","1"
"666","00782B.TWO","2023-04-21","0.4600","2023","4"
"667","00782B.TWO","2023-07-18","0.5000","2023","7"
"668","00782B.TWO","2023-10-19","0.2700","2023","10"
"669","00782B.TWO","2024-01-17","0.4500","2024","1"
"670","00782B.TWO","2024-04-18","0.3700","2024","4"
"671","00782B.TWO","2024-07-16","0.4100","2024","7"
"672","00782B.TWO","2024-10-17","0.5000","2024","10"
"673","00782B.TWO","2025-01-17","0.5000","2025","1"
"674","00782B.TWO","2025-04-21","0.5000","2025","4"
"675","00782B.TWO","2025-07-16","0.5000","2025","7"
"676","00799B.TWO","2019-11-19","0.7100","2019","11"
"677","00799B.TWO","2020-02-20","0.3400","2020","2"
"678","00799B.TWO","2020-05-21","0.3200","2020","5"
"679","00799B.TWO","2020-08-18","0.2900","2020","8"
"680","00799B.TWO","2020-11-17","0.3100","2020","11"
"681","00799B.TWO","2021-02-25","0.2900","2021","2"
"682","00799B.TWO","2021-05-18","0.3100","2021","5"
"683","00799B.TWO","2021-08-17","0.3200","2021","8"
"684","00799B.TWO","2021-11-16","0.3000","2021","11"
"685","00799B.TWO","2021-12-16","0.3000","2021","12"
"686","00799B.TWO","2022-02-22","0.3200","2022","2"
"687","00799B.TWO","2022-05-18","0.3800","2022","5"
"688","00799B.TWO","2022-08-16","0.4100","2022","8"
"689","00799B.TWO","2022-09-19","0.4000","2022","9"
"690","00799B.TWO","2022-11-16","0.4600","2022","11"
"691","00799B.TWO","2023-02-16","0.4600","2023","2"
"692","00799B.TWO","2023-05-17","0.4100","2023","5"
"693","00799B.TWO","2023-08-16","0.4300","2023","8"
"694","00799B.TWO","2023-11-16","0.4600","2023","11"
"695","00799B.TWO","2024-02-27","0.4300","2024","2"
"696","00799B.TWO","2024-05-17","0.4300","2024","5"
"697","00799B.TWO","2024-08-16","0.4500","2024","8"
"698","00799B.TWO","2024-09-18","0.4200","2024","9"
"699","00799B.TWO","2024-11-18","0.5000","2024","11"
"700","00799B.TWO","2025-02-20","0.5500","2025","2"
"701","00799B.TWO","2025-05-19","0.5500","2025","5"
"702","00799B.TWO","2025-08-18","0.5500","2025","8"
"703","00781B.TWO","2019-09-19","0.8000","2019","9"
"704","00781B.TWO","2019-12-18","0.3500","2019","12"
"705","00781B.TWO","2020-03-19","0.3200","2020","3"
"706","00781B.TWO","2020-06-18","0.3300","2020","6"
"707","00781B.TWO","2020-09-16","0.3200","2020","9"
"708","00781B.TWO","2020-12-16","0.3100","2020","12"
"709","00781B.TWO","2021-03-17","0.3100","2021","3"
"710","00781B.TWO","2021-09-16","0.3000","2021","9"
"711","00781B.TWO","2022-03-16","0.3200","2022","3"
"712","00781B.TWO","2022-06-17","0.3200","2022","6"
"713","00781B.TWO","2022-12-16","0.4300","2022","12"
"714","00781B.TWO","2023-03-16","0.4100","2023","3"
"715","00781B.TWO","2023-06-16","0.4300","2023","6"
"716","00781B.TWO","2023-09-18","0.3800","2023","9"
"717","00781B.TWO","2023-12-18","0.4500","2023","12"
"718","00781B.TWO","2024-03-18","0.4200","2024","3"
"719","00781B.TWO","2024-06-20","0.4200","2024","6"
"720","00781B.TWO","2024-09-18","0.4200","2024","9"
"721","00781B.TWO","2024-12-17","0.5000","2024","12"
"722","00781B.TWO","2025-03-18","0.5500","2025","3"
"723","00781B.TWO","2025-06-17","0.5000","2025","6"
"724","00793B.TWO","2019-06-18","0.2740","2019","6"
"725","00793B.TWO","2019-09-18","0.4230","2019","9"
"726","00793B.TWO","2019-12-16","0.3870","2019","12"
"727","00793B.TWO","2020-03-17","0.3840","2020","3"
"728","00793B.TWO","2020-06-16","0.3600","2020","6"
"729","00793B.TWO","2020-09-16","0.3240","2020","9"
"730","00793B.TWO","2020-12-16","0.3220","2020","12"
"731","00793B.TWO","2021-03-17","0.3030","2021","3"
"732","00793B.TWO","2021-06-17","0.3040","2021","6"
"733","00793B.TWO","2021-09-16","0.6470","2021","9"
"734","00793B.TWO","2021-12-16","0.6330","2021","12"
"735","00793B.TWO","2022-03-16","0.3630","2022","3"
"736","00793B.TWO","2022-06-17","0.3810","2022","6"
"737","00793B.TWO","2022-09-19","0.4100","2022","9"
"738","00793B.TWO","2022-12-16","0.3650","2022","12"
"739","00793B.TWO","2023-03-16","0.3630","2023","3"
"740","00793B.TWO","2023-06-16","0.3940","2023","6"
"741","00793B.TWO","2023-09-18","0.3940","2023","9"
"742","00793B.TWO","2023-12-18","0.3720","2023","12"
"743","00793B.TWO","2024-03-18","0.3310","2024","3"
"744","00793B.TWO","2024-06-24","0.4270","2024","6"
"745","00793B.TWO","2024-09-23","0.4360","2024","9"
"746","00793B.TWO","2024-12-20","0.4290","2024","12"
"747","00793B.TWO","2025-03-18","0.3970","2025","3"
"748","00793B.TWO","2025-06-17","0.3560","2025","6"
"749","00711B.TW","2017-10-26","0.0840","2017","10"
"750","00711B.TW","2018-01-24","0.2020","2018","1"
"751","00711B.TW","2018-03-22","0.1930","2018","3"
"752","00711B.TW","2018-06-21","0.1780","2018","6"
"753","00711B.TW","2018-09-26","0.2930","2018","9"
"754","00711B.TW","2018-12-27","0.0790","2018","12"
"755","00711B.TW","2019-03-21","0.1810","2019","3"
"756","00711B.TW","2019-06-25","0.1760","2019","6"
"757","00711B.TW","2019-09-25","0.2550","2019","9"
"758","00711B.TW","2019-12-24","0.2400","2019","12"
"759","00711B.TW","2020-03-19","0.2400","2020","3"
"760","00711B.TW","2020-06-17","0.2500","2020","6"
"761","00711B.TW","2020-09-17","0.2300","2020","9"
"762","00711B.TW","2020-12-17","0.1800","2020","12"
"763","00711B.TW","2021-03-18","0.1800","2021","3"
"764","00711B.TW","2021-06-22","0.1800","2021","6"
"765","00711B.TW","2021-09-17","0.1800","2021","9"
"766","00711B.TW","2021-12-21","0.1800","2021","12"
"767","00711B.TW","2022-03-17","0.1600","2022","3"
"768","00711B.TW","2022-06-21","0.2000","2022","6"
"769","00711B.TW","2022-09-20","0.1800","2022","9"
"770","00711B.TW","2023-03-21","0.1900","2023","3"
"771","00711B.TW","2023-06-20","0.1900","2023","6"
"772","00711B.TW","2023-09-19","0.1900","2023","9"
"773","00711B.TW","2023-12-20","0.1900","2023","12"
"774","00711B.TW","2024-03-19","0.2000","2024","3"
"775","00711B.TW","2024-06-20","0.1900","2024","6"
"776","00711B.TW","2024-09-19","0.2000","2024","9"
"777","00711B.TW","2024-12-18","0.1900","2024","12"
"778","00711B.TW","2025-03-19","0.1900","2025","3"
"779","00711B.TW","2025-06-18","0.1900","2025","6"
"780","00718B.TWO","2019-03-07","0.6950","2019","3"
"781","00718B.TWO","2019-08-20","0.4900","2019","8"
"782","00718B.TWO","2020-02-20","0.4900","2020","2"
"783","00718B.TWO","2020-08-18","0.3210","2020","8"
"784","00718B.TWO","2021-02-23","0.3210","2021","2"
"785","00718B.TWO","2021-08-17","0.3150","2021","8"
"786","00718B.TWO","2022-02-22","0.3220","2022","2"
"787","00718B.TWO","2022-08-16","0.4180","2022","8"
"788","00718B.TWO","2023-02-16","0.3070","2023","2"
"789","00718B.TWO","2023-08-16","0.3070","2023","8"
"790","00718B.TWO","2024-02-27","0.3080","2024","2"
"791","00718B.TWO","2024-08-16","0.3710","2024","8"
"792","00718B.TWO","2025-02-19","0.4630","2025","2"
"793","00726B.TWO","2018-07-26","0.6800","2018","7"
"794","00726B.TWO","2018-10-18","0.5200","2018","10"
"795","00726B.TWO","2019-01-17","0.3400","2019","1"
"796","00726B.TWO","2019-04-22","0.4800","2019","4"
"797","00726B.TWO","2019-07-17","0.5000","2019","7"
"798","00726B.TWO","2019-10-18","0.4700","2019","10"
"799","00726B.TWO","2020-01-30","0.4500","2020","1"
"800","00726B.TWO","2020-04-22","0.4400","2020","4"
"801","00726B.TWO","2020-07-20","0.4100","2020","7"
"802","00726B.TWO","2020-10-21","0.3900","2020","10"
"803","00726B.TWO","2021-01-19","0.3700","2021","1"
"804","00726B.TWO","2021-04-20","0.3900","2021","4"
"805","00726B.TWO","2021-07-16","0.3900","2021","7"
"806","00726B.TWO","2021-10-19","0.3700","2021","10"
"807","00726B.TWO","2022-01-18","0.3700","2022","1"
"808","00726B.TWO","2022-04-20","0.4000","2022","4"
"809","00726B.TWO","2022-07-18","0.4700","2022","7"
"810","00726B.TWO","2022-10-19","0.5500","2022","10"
"811","00726B.TWO","2023-01-30","0.5300","2023","1"
"812","00726B.TWO","2023-04-21","0.5000","2023","4"
"813","00726B.TWO","2023-07-18","0.5100","2023","7"
"814","00726B.TWO","2023-10-19","0.5400","2023","10"
"815","00726B.TWO","2024-01-17","0.5800","2024","1"
"816","00726B.TWO","2024-04-18","0.5100","2024","4"
"817","00726B.TWO","2024-07-16","0.5900","2024","7"
"818","00726B.TWO","2024-10-17","0.6200","2024","10"
"819","00726B.TWO","2025-01-17","0.6000","2025","1"
"820","00726B.TWO","2025-04-21","0.5800","2025","4"
"821","00726B.TWO","2025-07-28","0.5800","2025","7"
"822","00734B.TWO","2018-10-22","0.3000","2018","10"
"823","00734B.TWO","2019-04-22","0.2300","2019","4"
"824","00734B.TWO","2019-07-18","0.2300","2019","7"
"825","00734B.TWO","2019-10-22","0.2300","2019","10"
"826","00734B.TWO","2020-01-30","0.2000","2020","1"
"827","00734B.TWO","2020-04-22","0.2100","2020","4"
"828","00734B.TWO","2020-07-20","0.1800","2020","7"
"829","00734B.TWO","2020-10-23","0.1800","2020","10"
"830","00734B.TWO","2021-01-21","0.1700","2021","1"
"831","00734B.TWO","2021-04-22","0.1900","2021","4"
"832","00734B.TWO","2021-07-20","0.1800","2021","7"
"833","00734B.TWO","2021-10-21","0.1800","2021","10"
"834","00734B.TWO","2022-01-20","0.1800","2022","1"
"835","00734B.TWO","2022-04-22","0.1900","2022","4"
"836","00734B.TWO","2022-07-20","0.2200","2022","7"
"837","00734B.TWO","2022-10-21","0.2400","2022","10"
"838","00734B.TWO","2023-02-01","0.2200","2023","2"
"839","00734B.TWO","2023-04-25","0.2200","2023","4"
"840","00734B.TWO","2023-07-20","0.2200","2023","7"
"841","00734B.TWO","2023-10-23","0.2500","2023","10"
"842","00734B.TWO","2024-01-16","0.2200","2024","1"
"843","00734B.TWO","2024-04-17","0.1800","2024","4"
"844","00734B.TWO","2024-07-16","0.1600","2024","7"
"845","00734B.TWO","2024-10-21","0.1600","2024","10"
"846","00734B.TWO","2025-01-16","0.1600","2025","1"
"847","00734B.TWO","2025-04-17","0.1600","2025","4"
"848","00734B.TWO","2025-07-15","0.1600","2025","7"
"849","00749B.TWO","2019-01-22","0.0860","2019","1"
"850","00749B.TWO","2019-04-23","0.1700","2019","4"
"851","00749B.TWO","2019-07-17","0.2530","2019","7"
"852","00749B.TWO","2019-10-21","0.4200","2019","10"
"853","00749B.TWO","2020-01-31","0.4750","2020","1"
"854","00749B.TWO","2020-04-21","0.4350","2020","4"
"855","00749B.TWO","2020-07-17","0.4060","2020","7"
"856","00749B.TWO","2020-10-21","0.4300","2020","10"
"857","00749B.TWO","2021-01-19","0.4200","2021","1"
"858","00749B.TWO","2021-04-20","0.4140","2021","4"
"859","00749B.TWO","2021-07-16","0.4100","2021","7"
"860","00749B.TWO","2021-10-19","0.4100","2021","10"
"861","00749B.TWO","2022-01-18","0.3900","2022","1"
"862","00749B.TWO","2022-04-20","0.4100","2022","4"
"863","00749B.TWO","2022-07-18","0.4530","2022","7"
"864","00749B.TWO","2022-10-19","0.4450","2022","10"
"865","00749B.TWO","2023-01-30","0.4750","2023","1"
"866","00749B.TWO","2023-04-21","0.4250","2023","4"
"867","00749B.TWO","2023-07-18","0.4100","2023","7"
"868","00749B.TWO","2023-10-19","0.4200","2023","10"
"869","00749B.TWO","2024-01-17","0.4250","2024","1"
"870","00749B.TWO","2024-04-18","0.4350","2024","4"
"871","00749B.TWO","2024-07-16","0.4350","2024","7"
"872","00749B.TWO","2024-10-21","0.4350","2024","10"
"873","00749B.TWO","2025-01-17","0.4400","2025","1"
"874","00749B.TWO","2025-04-21","0.4400","2025","4"
"875","00749B.TWO","2025-07-16","0.4050","2025","7"
"876","00756B.TWO","2019-02-26","0.1130","2019","2"
"877","00756B.TWO","2019-05-16","0.1670","2019","5"
"878","00756B.TWO","2019-08-15","0.4270","2019","8"
"879","00756B.TWO","2019-11-18","0.4970","2019","11"
"880","00756B.TWO","2020-02-18","0.5150","2020","2"
"881","00756B.TWO","2020-05-19","0.4450","2020","5"
"882","00756B.TWO","2020-08-18","0.4580","2020","8"
"883","00756B.TWO","2020-11-17","0.4060","2020","11"
"884","00756B.TWO","2021-02-25","0.3930","2021","2"
"885","00756B.TWO","2021-05-18","0.4120","2021","5"
"886","00756B.TWO","2021-08-17","0.4130","2021","8"
"887","00756B.TWO","2021-11-16","0.4130","2021","11"
"888","00756B.TWO","2022-02-22","0.4090","2022","2"
"889","00756B.TWO","2022-05-18","0.4440","2022","5"
"890","00756B.TWO","2022-11-16","0.4640","2022","11"
"891","00756B.TWO","2023-02-16","0.4280","2023","2"
"892","00756B.TWO","2023-05-17","0.4660","2023","5"
"893","00756B.TWO","2023-08-16","0.4810","2023","8"
"894","00756B.TWO","2023-11-16","0.5130","2023","11"
"895","00756B.TWO","2024-02-27","0.4790","2024","2"
"896","00756B.TWO","2024-05-17","0.5070","2024","5"
"897","00756B.TWO","2024-08-21","0.5050","2024","8"
"898","00756B.TWO","2024-11-21","0.4980","2024","11"
"899","00756B.TWO","2025-02-18","0.5080","2025","2"
"900","00756B.TWO","2025-05-19","0.5020","2025","5"
"901","00756B.TWO","2025-08-18","0.4630","2025","8"
"902","00760B.TWO","2019-03-07","0.0850","2019","3"
"903","00760B.TWO","2019-05-23","1.3210","2019","5"
"904","00760B.TWO","2019-08-22","0.7640","2019","8"
"905","00760B.TWO","2019-11-26","0.7540","2019","11"
"906","00760B.TWO","2020-02-26","0.7410","2020","2"
"907","00760B.TWO","2020-05-20","0.7400","2020","5"
"908","00760B.TWO","2020-08-19","0.7500","2020","8"
"909","00760B.TWO","2020-11-18","0.6500","2020","11"
"910","00760B.TWO","2021-03-02","0.6600","2021","3"
"911","00760B.TWO","2021-05-19","0.6400","2021","5"
"912","00760B.TWO","2021-08-18","0.6200","2021","8"
"913","00760B.TWO","2021-11-17","0.6200","2021","11"
"914","00760B.TWO","2022-02-23","0.6200","2022","2"
"915","00760B.TWO","2022-08-17","0.6300","2022","8"
"916","00760B.TWO","2022-11-17","0.6400","2022","11"
"917","00760B.TWO","2023-02-23","0.7100","2023","2"
"918","00760B.TWO","2023-05-18","0.6700","2023","5"
"919","00760B.TWO","2023-08-17","0.7100","2023","8"
"920","00760B.TWO","2023-11-21","0.7100","2023","11"
"921","00760B.TWO","2024-02-29","0.7100","2024","2"
"922","00760B.TWO","2024-05-22","0.7100","2024","5"
"923","00760B.TWO","2024-08-20","0.7100","2024","8"
"924","00760B.TWO","2024-11-19","0.7100","2024","11"
"925","00760B.TWO","2025-02-19","0.7100","2025","2"
"926","00760B.TWO","2025-05-21","0.7100","2025","5"
"927","00760B.TWO","2025-08-19","0.7100","2025","8"
"928","00784B.TWO","2019-07-18","0.3630","2019","7"
"929","00784B.TWO","2019-10-22","0.3140","2019","10"
"930","00784B.TWO","2020-01-30","0.3240","2020","1"
"931","00784B.TWO","2020-04-22","0.3520","2020","4"
"932","00784B.TWO","2020-07-21","0.3590","2020","7"
"933","00784B.TWO","2020-10-21","0.3060","2020","10"
"934","00784B.TWO","2021-01-19","0.2970","2021","1"
"935","00784B.TWO","2021-04-20","0.2920","2021","4"
"936","00784B.TWO","2021-07-16","0.2930","2021","7"
"937","00784B.TWO","2021-10-19","0.2810","2021","10"
"938","00784B.TWO","2022-01-18","0.2290","2022","1"
"939","00784B.TWO","2022-04-20","0.2460","2022","4"
"940","00784B.TWO","2022-07-18","0.2750","2022","7"
"941","00784B.TWO","2022-10-19","0.3870","2022","10"
"942","00784B.TWO","2023-01-31","0.5140","2023","1"
"943","00784B.TWO","2023-04-21","0.3240","2023","4"
"944","00784B.TWO","2023-07-18","0.1730","2023","7"
"945","00784B.TWO","2023-10-19","0.2110","2023","10"
"946","00784B.TWO","2024-01-17","0.2000","2024","1"
"947","00784B.TWO","2024-04-18","0.2090","2024","4"
"948","00784B.TWO","2024-07-16","0.2280","2024","7"
"949","00784B.TWO","2024-10-17","0.2600","2024","10"
"950","00784B.TWO","2025-01-17","0.3450","2025","1"
"951","00794B.TWO","2019-08-15","0.1810","2019","8"
"952","00794B.TWO","2019-11-15","0.2120","2019","11"
"953","00794B.TWO","2020-02-18","0.3230","2020","2"
"954","00794B.TWO","2020-05-19","0.4340","2020","5"
"955","00794B.TWO","2020-08-18","0.3700","2020","8"
"956","00794B.TWO","2020-11-17","0.3500","2020","11"
"957","00794B.TWO","2021-02-25","0.3560","2021","2"
"958","00794B.TWO","2021-05-18","0.3480","2021","5"
"959","00794B.TWO","2021-08-17","0.3380","2021","8"
"960","00794B.TWO","2021-11-16","0.3420","2021","11"
"961","00794B.TWO","2022-02-22","0.6240","2022","2"
"962","00794B.TWO","2022-05-18","0.6220","2022","5"
"963","00794B.TWO","2022-11-16","0.6180","2022","11"
"964","00794B.TWO","2023-02-16","0.6050","2023","2"
